		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9	29.4	64.3	90.4	89.6	106.4	43.3	95.1	42.5	39.8	95.9	51.8	83.6	26.0	63.4	54.2	30.7	38.8	28.8	40.6	33.2	131.4	108.2	43.3	82.44520134	43.15699809	82.58061484	47.33893027	74.10058176	114.8386673	50.78341888	25.4993744	118.5928256	71.20670951
D10Ertd438e	DNA segment, Chr 10, ERATO Doi 438, expressed	384.1	392.1	354.0	345.3	305.1	310.1	380.8	344.6	351.0	338.6	285.5	342.8	642.7	434.0	393.7	442.5	362.1	443.8	375.1	338.0	256.7	357.1	347.3	385.504941667	401.182225067	370.881083367	514.836970433	576.9949716	290.722615767	247.755361737	417.143121133	407.589071633	349.324375667
Ikzf1	IKAROS family zinc finger 1	109.45	172.95	104.2	114.45	153.85	115.6	115.55	96.5	124.15	69.9	112.65	88.6	60.95	166.75	50.25	99.65	96.45	96.75	73.2	106.55	131.45	103.5	102.8	77.69417826	149.9700765	155.6435281	70.94408967	73.13159962	64.22829115	81.83391551	153.5108131	76.61313717	285.8556291
Pap	pancreatitis-associated protein	119.15	131.1	165.55	152.8	170.1	126.75	133.45	139.75	386.0	130.2	154.5	161.85	86.75	156.95	97.0	181.05	174.6	119.4	197.2	221.75	185.4	207.6	166.1	215.22466425	63.08145048	95.03409776	130.165628455	105.414366845	134.83502625	165.9687803	175.309013275	102.53568605	55.98592259
Rara	retinoic acid receptor, alpha	107.3	101.9	76.2	16.7	11.7	57.4	38.6	28.0	41.9	47.2	17.3	12.9	5.3	14.7	19.1	25.0	67.0	19.9	34.2	30.8	33.9	14.4	21.9	21.25016254	49.95754344	40.00442503	91.6408033	6.441847008	41.64611804	15.92822578	19.69319593	13.4192708	23.32119229
H2afv	H2A histone family, member V	927.7	774.4	951.7	896.5	926.6	889.7	837.0	1102.3	1206.0	1371.3	1125.7	995.1	1908.7	840.5	973.9	970.6	868.2	1106.5	1037.0	784.7	772.1	938.2	799.0	756.5416989	1057.145671	977.5712771	1097.117094	1087.455312	1114.191954	659.6214444	1059.811819	1103.606615	1032.189688
Zfp101	zinc finger protein 101	79.7	125.1	77.6	97.0	67.4	77.5	12.1	12.6	6.6	53.2	12.8	29.0	15.8	44.0	35.9	64.5	39.9	15.8	48.3	17.9	68.9	42.6	9.7	43.10439463	101.172397628	67.969671368	33.58828551	49.21736229	84.93123442	62.27851936	32.89273462	54.055376005	90.9525035035
Gsg2	germ cell-specific gene 2	14.5	27.2	4.0	14.1	7.4	5.0	4.4	6.5	5.9	5.7	10.2	2.6	3.0	30.4	2.6	3.8	4.1	7.0	3.0	7.1	5.5	11.6	10.8	10.03752023	11.35396902	7.332012268	8.196702384	23.29531099	13.53554816	9.88332123	12.83358461	9.860651429	10.44216451
Rag2	recombination activating gene 2	23.0	21.0	13.8	17.8	18.8	5.9	17.2	20.8	15.8	12.2	13.6	12.8	17.0	14.0	16.0	16.0	14.0	14.8	19.0	10.9	17.5	10.3	20.6	19.11117099	12.93566771	18.62950587	78.14274261	18.16721503	17.01018803	17.46986036	10.00639048	16.32128684	10.61272504
Krt1	keratin 1	26.8	132.0	43.5	200.9	186.8	49.4	122.3	33.3	36.4	68.6	95.5	37.5	36.8	44.9	64.2	86.1	43.3	63.1	110.7	238.8	161.1	96.5	44.8	180.6694142	1333.070408	1541.895504	154.2693722	240.8232837	172.6019583	216.6401153	38.5303194	169.766452	154.0598333
Dusp9	dual specificity phosphatase 9	37.05	30.25	38.75	33.4	80.25	51.0	38.0	30.35	36.55	30.9	35.1	40.8	31.45	51.65	46.45	36.3	35.1	40.2	52.6	82.1	56.15	42.15	48.45	23.3269704587	17.9362503297	14.382193383	29.925057981	11.4871676957	42.5105708347	21.4818064857	15.6609662067	88.7291451283	38.992485207
Krt5	keratin 5	8.9	17.9	22.0	84.9	35.9	19.7	19.7	19.6	31.5	20.1	28.7	26.8	23.4	17.7	19.6	23.0	31.2	15.8	25.5	44.0	32.6	29.5	77.7	120.935381	1297.710475	1360.259758	165.601958	97.96115291	26.26846349	144.336501	34.58725907	29.71911846	121.7036336
Mef2d	myocyte enhancer factor 2D	1586.1	1152.3	1083.6	1252.7	1249.2	1216.3	1294.5	1222.9	1242.4	1300.9	1532.7	1326.5	1712.5	1217.1	1117.5	1094.6	1190.9	1341.9	1187.3	1480.5	1319.2	1993.2	1309.6	1258.9567771	1294.459529	1368.9161272	1319.44194425	1233.20578885	1375.68675195	1507.6030777	1159.7172972	1203.69792635	1345.1550565
Actr6	ARP6 actin-related protein 6 homolog (yeast)	256.7	312.1	249.3	242.8	248.0	259.5	314.2	342.1	452.3	478.8	250.5	286.3	750.9	267.2	280.7	374.8	222.6	295.7	248.9	218.6	221.0	307.2	201.1	341.4904336	339.2352807	299.7821823	255.417884	242.9527016	299.8260463	252.9480837	302.5112937	184.7989912	330.5746549
Ccdc53	coiled-coil domain containing 53	339.0	329.5	415.5	247.4	321.6	314.7	265.8	285.8	232.2	247.3	274.9	330.0	268.0	220.0	260.8	318.7	328.1	296.3	407.6	155.8	226.1	176.1	228.5	282.537155295	305.13636638	364.103336225	264.161256635	255.590636996	241.768409892	159.08827503	250.49238198	183.492513545	281.17226131
St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	1243.8	1137.3	996.2	1073.8	2420.2	1719.4	1839.0	1721.8	1654.1	2113.5	1734.3	4822.8	1189.7	2290.2	1479.4	839.0	1165.2	770.9	722.2	3099.4	2383.2	1995.9	2749.2	1276.0675398	765.28080375	1184.9639327	1028.6904735	978.42322475	1492.6231275	1383.2332175	1156.917645	950.9589883	1313.7603695
Galnt11	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11	238.6	198.0	252.5	198.0	232.0	261.3	206.9	222.1	189.6	262.3	254.6	107.8	225.7	203.0	249.6	248.1	227.0	214.7	230.2	185.3	272.7	198.9	215.9	245.4749092	248.872648	243.4338865	227.8728358	265.9547084	127.0185243	179.9482548	166.6945371	191.8465404	252.6987917
Otud5	OTU domain containing 5	283.4	271.833333333	244.433333333	267.0	274.133333333	245.5	262.866666667	272.233333333	253.5	247.9	303.733333333	293.366666667	195.933333333	268.2	251.066666667	238.166666667	281.266666667	247.3	255.133333333	262.566666667	220.1	269.966666667	230.233333333	280.25163864	248.450411897	225.940104093	327.107506667	286.144485487	257.138384893	258.327550457	290.226850853	291.03679093	210.392499283
Fgf18	fibroblast growth factor 18	59.8	17.6	50.3	107.8	18.9	37.5	8.2	16.7	78.7	15.8	103.2	20.9	53.0	35.4	10.0	137.5	27.2	18.4	81.4	41.6	65.3	16.7	16.5	23.88066832	29.17275746	30.75586368	14.53087906	15.28975103	19.25795892	11.36668759	89.13232962	14.39918361	51.25847118
Tmem30a	transmembrane protein 30A	864.666666667	1165.13333333	1200.4	955.433333333	992.633333333	1137.03333333	1101.8	1091.66666667	1073.8	1241.03333333	1002.1	878.2	1280.43333333	1020.46666667	1130.56666667	1207.4	965.233333333	979.533333333	903.5	998.7	932.733333333	1033.86666667	1051.46666667	793.826215325	1120.3033608	1034.96337528	1403.2380077	986.42908065	947.628239525	992.479643568	975.54514835	885.941360525	977.199644775
Mrg1	myeloid ecotropic viral integration site-related gene 1	38.5	70.8	23.0	65.4	50.2	62.0	35.1	37.8	64.4	10.6	33.8	52.5	49.2	8.3	7.7	58.2	46.1	47.1	42.7	61.9	39.2	15.3	30.7	125.4392728	29.43584406	22.04606436	25.10036673	117.7865942	14.95611561	167.3808592	104.7797012	24.32528595	27.11966517
Mdn1	midasin homolog (yeast)	84.6	105.0	88.0	43.2	141.6	82.1	58.0	65.3	113.8	100.2	103.1	91.2	130.7	89.0	54.1	103.5	93.3	94.5	110.9	50.5	157.4	107.5	40.7	138.53606575	137.021302	82.302680845	172.00880875	122.122523185	71.268279105	104.707089115	63.039910115	83.038742605	54.03774454
Chrnd	cholinergic receptor, nicotinic, delta polypeptide	37.0	93.1	24.2	23.5	38.8	10.7	20.7	22.9	52.9	14.5	35.1	47.8	16.9	60.8	18.3	16.9	19.9	42.7	25.2	32.9	29.6	56.6	20.8	18.24385206	15.51297833	12.21053283	23.068394	19.28525944	15.94910251	19.17135132	27.21750314	25.75013224	26.48487169
Gabrg3	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 3	56.7	92.6	68.9	107.7	110.2	91.0	55.7	79.1	123.9	107.1	107.5	130.9	117.8	124.9	80.0	90.1	72.8	109.1	105.0	87.9	85.6	98.2	102.3	141.5287798	88.74715218	87.76258811	95.91434747	52.2489073	15.4430647	158.1079213	93.27430644	16.51130359	108.1140706
Gabrg1	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 1	42.2	25.0	7.8	47.5	21.5	30.7	39.1	48.1	44.9	19.3	23.9	14.6	28.3	8.6	8.4	16.6	9.9	6.4	29.4	18.0	35.0	84.3	69.0	30.2400595195	19.958977752	25.996240751	18.789004595	27.040183415	34.00532441	34.1919995755	21.64528338	29.203614425	26.6197429325
Acsm2	acyl-CoA synthetase medium-chain family member 2	44.4	54.4	117.4	49.3	176.2	63.3	128.5	37.7	37.1	37.9	42.3	84.2	60.7	42.9	118.8	45.0	45.1	68.5	88.9	46.2	59.5	70.0	68.1	118.156815902	58.275110045	51.00881068	82.4384744625	74.82099956	84.61422141	106.77593583	59.3710036225	97.184467645	111.62734025
2210415F13Rik	RIKEN cDNA 2210415F13 gene	113.6	171.3	215.3	129.5	208.5	161.3	142.1	174.2	149.5	143.4	141.9	137.5	52.2	149.7	136.3	242.2	221.3	102.0	172.4	84.4	210.5	210.2	177.5	204.3958766	131.5834082	98.40960962	132.9948523	137.9447321	152.5221039	158.3055686	165.9432984	200.9224294	217.7916422
Chmp2a	chromatin modifying protein 2A	697.0	1104.4	1240.7	824.9	639.9	1273.9	907.5	1038.4	784.9	1121.2	711.7	663.2	1689.6	1386.5	1136.3	1281.8	1109.8	1234.5	1070.3	964.2	983.4	990.5	1052.7	929.9606304	1121.128287	1027.837548	726.7347263	961.3221492	1312.761819	1109.93206	1087.374356	1079.021371	1092.724493
Mycs	myc-like oncogene, s-myc protein	72.5	60.7	99.8	77.3	75.3	46.0	84.1	75.1	14.0	35.7	62.3	85.6	55.0	103.0	47.5	96.7	30.6	88.0	120.5	64.2	59.7	104.1	30.2	145.1815682	47.53018886	125.0854796	101.5846827	35.65447697	122.5151627	86.8975718	129.4523916	45.00303145	23.31813303
P4ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	363.15	287.65	310.2	303.0	267.15	290.55	310.05	354.5	371.05	353.15	318.45	409.5	254.35	340.0	267.55	283.5	360.1	210.55	318.95	365.9	374.75	385.65	395.15	349.5174136	217.0871234	336.3517441	291.3354085	262.2884231	306.0442813	345.7325573	285.0540553	382.4989081	422.6490545
Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila)	371.0	363.3	373.7	378.5	392.1	409.7	480.7	505.9	429.3	461.4	547.7	398.6	589.5	454.7	475.9	481.1	353.8	465.7	490.0	385.2	434.0	538.3	368.8	525.2414217	493.393233967	443.880147933	468.972579867	403.402418733	352.719426867	407.285586133	473.345018367	459.802254433	361.874790767
Ghrl	ghrelin	53.25	58.05	52.8	75.6	66.3	68.0	51.35	37.95	46.7	49.0	59.45	64.65	41.6	71.85	49.15	48.9	39.85	63.05	56.9	60.55	57.0	62.75	61.2	37.81483158	30.96002637	48.8781462	109.4019491	69.16101545	67.28337643	81.39913991	75.7426236	73.31247519	50.76914079
Gjb3	gap junction membrane channel protein beta 3	33.9	11.2	63.5	12.2	12.1	56.9	12.6	10.1	13.5	64.1	49.6	9.7	37.6	28.0	28.0	51.8	48.2	9.1	8.8	23.2	77.9	26.2	24.9	20.67704314	78.04090875	78.45961366	15.37520004	20.8211464	95.57553449	73.30485533	13.91556607	26.14411561	35.42431315
1810010M01Rik	RIKEN cDNA 1810010M01 gene	20.0	74.2	17.6	15.3	61.9	21.2	19.4	40.7	419.5	54.6	27.5	30.6	18.6	20.1	25.6	16.2	31.2	69.5	34.2	26.2	101.5	56.9	114.6	37.9192101377	83.235650291	28.7914244953	27.1849601553	36.865228441	36.582274858	89.3576408533	18.646499228	85.8921525887	90.101905
Dlx1	distal-less homeobox 1	9.9	9.5	15.9	18.85	11.65	21.15	13.9	14.8	14.9	11.05	15.05	21.05	18.05	17.75	10.4	11.2	10.45	12.8	16.35	28.75	23.35	45.5	39.1	6.7625057905	3.859534927	8.8812135505	8.0745929775	29.7590935435	32.103371906	45.5842058745	9.296695649	7.187006515	12.424713445
Pnpla2	patatin-like phospholipase domain containing 2	2034.9	2025.5	2012.7	1686.3	1943.8	1652.6	1701.5	2442.8	2168.0	2643.1	2655.7	4804.1	1088.1	2040.5	2105.7	1795.2	2199.6	2442.5	2342.9	2721.9	3136.0	2144.3	3795.5	2382.4564687	1539.38328374	2075.5473796	2280.82988075	2068.72424082	3120.02464769	2557.31589569	2140.68860705	1714.98961713	1695.80488735
5730472N09Rik	RIKEN cDNA 5730472N09 gene	693.1	674.2	694.2	974.8	949.1	665.3	833.7	614.3	538.8	570.5	582.6	323.5	266.4	589.5	568.3	696.1	651.7	632.2	812.5	542.6	712.3	526.5	589.4	652.04182846	507.545869385	641.709300625	650.85821475	599.300671158	514.66582275	357.812754482	490.918640618	670.144937475	550.353194675
Ocln	occludin	67.6	116.1	98.5	72.7	82.4	115.3	42.2	48.7	87.3	74.1	77.1	90.0	141.9	149.3	83.2	72.8	96.2	90.6	112.4	19.8	26.3	132.7	121.2	90.89356261	58.46650356	52.46601271	66.76903387	97.38426744	36.15923763	97.30787549	119.3009518	87.87249916	76.32655614
Sh2d1b1	SH2 domain protein 1B1	92.0	97.8	55.8	125.7	75.9	67.7	79.7	48.1	38.0	82.6	89.3	65.1	99.4	88.8	81.2	67.4	95.1	70.3	72.7	21.7	120.3	110.2	102.4	138.0523983	25.06776422	25.76699307	148.2857424	77.54698731	25.2953867	35.36100316	193.9726669	202.4916902	144.4118258
Spnb3	spectrin beta 3	808.1	593.8	683.7	909.4	1053.3	812.2	736.5	802.4	779.6	843.5	1115.9	846.3	236.1	638.3	814.2	516.7	811.8	599.3	733.5	987.3	800.6	622.2	787.7	1050.572837	617.0143801	710.345946	804.945017	804.3560307	759.0002233	889.370119	836.8675278	1065.013452	646.1576881
Tpbpa	trophoblast specific protein alpha	37.0	35.1	20.1	27.0	31.4	31.5	18.5	24.3	32.7	134.3	34.8	158.5	21.9	46.9	25.4	41.8	162.1	31.2	26.9	24.3	71.9	36.7	33.9	73.29185756	35.77180968	41.4400743833	46.8778274933	45.87431411	37.2576196767	53.72575729	88.8139341223	8.76088783533	19.4123103633
Ncoa4	nuclear receptor coactivator 4	897.75	861.05	795.15	859.15	837.65	956.9	938.15	912.8	991.1	941.6	825.45	1210.15	1305.4	725.7	824.5	999.7	869.0	920.75	853.15	828.75	833.9	988.8	971.95	953.097984	994.32156875	843.741251	982.96708185	1186.111884	687.10304255	927.3057207	758.60280325	749.34029235	804.8555014
Nefm	neurofilament, medium polypeptide	12.7	9.6	18.5	12.9	13.0	16.8	11.2	16.6	9.0	8.2	15.6	14.8	8.4	10.8	7.3	15.0	19.0	10.7	76.1	18.0	33.6	14.5	14.8	13.10704919	8.112543242	4.477233983	16.03471896	5.227634617	4.493103037	56.83285045	53.67838918	8.752217637	14.63309108
2310007H09Rik	RIKEN cDNA 2310007H09 gene	357.7	54.3	477.5	211.3	74.8	414.9	378.3	167.0	330.3	325.4	295.1	319.5	330.9	58.0	196.5	299.8	130.5	282.2	145.8	132.3	395.1	545.8	481.6	239.8835681	199.3873147	198.9377352	193.2425161	224.0643984	230.7525664	292.3207246	190.8822846	256.1015189	195.0163085
Ubxd2	UBX domain containing 2	674.4	821.0	731.3	1075.9	606.6	721.4	864.8	605.3	692.0	625.2	624.5	489.7	693.9	693.9	685.5	753.6	775.5	828.0	886.7	557.7	631.7	636.6	639.8	766.650120933	671.860305967	754.699844967	1084.1791902	586.5046413	712.9131409	895.7858648	733.1264562	753.219263833	736.7415768
Fbxl15	F-box and leucine-rich repeat protein 15	45.7	53.7	29.7	33.5	38.8	15.7	52.1	13.4	26.5	19.2	17.5	39.0	8.6	20.0	32.8	21.4	14.5	16.0	30.2	21.0	42.3	33.4	43.2	26.61362762	29.71721398	23.95117796	36.18710698	20.37185043	186.082278	37.31351268	139.2937569	48.45209578	182.2388235
Bmp15	bone morphogenetic protein 15	33.9	26.5	20.8	33.3	62.9	55.2	31.9	8.6	18.0	20.6	19.5	76.1	17.5	28.7	17.7	18.6	37.5	32.9	72.2	13.1	49.1	57.8	59.2	121.1826493	4.917875103	40.69518082	44.31458385	35.34048912	92.08777167	33.15357166	61.46263143	21.68595974	25.22571186
Zfp771	zinc finger protein 771	62.7666666667	52.6	60.9333333333	82.1666666667	81.7333333333	139.833333333	57.6666666667	52.9333333333	53.6333333333	69.4666666667	99.9333333333	45.8666666667	47.7333333333	55.6	82.0666666667	89.1333333333	86.0	57.5333333333	98.7333333333	62.1666666667	98.6	57.6666666667	62.8666666667	86.049303665	118.434057888	96.242378415	224.328026685	138.3223081	17.50012041	98.2728310435	20.54454726	15.059153201	58.548554775
Pola2	polymerase (DNA directed), alpha 2	175.25	161.3	176.65	149.45	231.1	146.15	153.8	221.3	244.85	160.35	237.4	123.7	199.25	145.5	162.0	188.35	207.4	255.9	306.45	189.25	245.95	122.55	106.85	243.30684815	149.968790795	245.290372735	155.420854735	184.80515599	206.8983137	159.95661965	122.6979255	203.9046344	227.02896375
Usp19	ubiquitin specific peptidase 19	407.5	527.3	536.7	521.25	642.35	600.6	591.55	580.15	567.9	564.45	601.55	624.7	205.9	606.15	613.15	564.4	651.5	545.7	547.55	581.15	591.1	674.5	640.0	552.617635567	607.57933631	561.147518153	659.845976333	559.362928777	552.50609747	534.060887667	514.019707927	582.920158853	607.30846032
Zfp289	zinc finger protein 289	1841.0	1774.5	2344.4	1846.2	1723.6	1886.8	1868.8	2144.6	2427.6	2307.3	2091.9	1950.2	1908.5	2384.1	2034.6	2025.7	2532.0	2199.4	1681.8	2805.9	1729.0	2214.5	1914.2	1740.2322975	1803.473302	1471.026959	1712.320868	1931.0453765	1916.3836895	2093.771307	2687.5659085	2625.8513065	2614.2638445
Fut4	fucosyltransferase 4	179.7	69.0	105.0	239.9	267.0	150.1	41.3	179.6	65.8	156.2	118.5	49.1	29.9	48.3	142.2	81.3	206.0	177.9	157.6	229.3	181.8	53.0	205.2	210.7281527	105.3595283	83.5231611	163.4700182	115.7341446	99.41147833	131.776614	156.5090709	197.4962601	194.9769373
Mybl1	myeloblastosis oncogene-like 1	7.3	13.2	22.9	33.6	39.5	40.8	6.2	6.2	11.1	13.6	4.2	48.5	10.9	5.9	19.3	5.3	4.7	8.8	14.4	33.4	9.7	5.3	8.7	6.775741342	1.927634899	7.680558055	32.64101175	10.34019127	3.156731631	10.18394944	6.984048525	60.85438968	9.225234547
Mog	myelin oligodendrocyte glycoprotein	6.2	10.7	4.6	9.1	9.4	7.3	8.7	7.3	30.8	5.7	4.6	8.0	5.4	6.3	8.5	4.1	9.0	7.4	6.8	16.7	10.6	12.9	5.7	5.779306404	2.837777641	7.671046683	3.851898445	10.73650007	8.694959285	6.493125068	4.41658052	9.50734133	4.280583685
Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	84.0	132.3	104.9	27.4	115.6	92.7	94.4	141.1	96.6	141.7	96.0	103.3	29.4	124.6	109.8	173.0	99.4	85.2	92.9	145.0	43.5	38.7	21.5	103.73239798	68.568008561	77.8888229449	90.0322227879	65.9112079114	76.5271879831	71.2840564111	71.6209257056	103.99006313	101.539687392
Mdfic	MyoD family inhibitor domain containing	372.4	470.9	558.9	508.1	473.7	444.3	347.1	410.0	430.9	266.6	330.4	258.6	511.8	334.6	368.3	551.3	516.6	495.3	456.5	441.1	363.0	416.2	361.1	592.6385198	571.4802689	447.1887196	451.5249428	445.9975251	369.2680859	374.2384374	328.8119619	502.5966068	378.3161036
G6pc3	glucose 6 phosphatase, catalytic, 3	477.8	564.1	523.3	531.8	710.5	615.3	607.2	480.8	533.6	477.8	431.7	381.0	260.4	607.0	451.9	521.7	651.9	501.2	530.8	580.8	381.7	527.4	755.2	236.3910999	352.7168706	358.6444505	198.3153216	423.7298317	585.9790848	773.6945833	605.2113213	576.249916	811.8235837
Mrpl43	mitochondrial ribosomal protein L43	731.8	624.7	904.8	756.0	624.7	687.8	753.4	792.1	739.9	776.5	659.7	704.7	692.8	736.7	891.6	847.9	826.5	881.1	823.1	638.9	657.8	715.5	764.6	785.1134099	879.6363836	752.0407131	853.4916722	860.5691783	1239.696117	870.9936984	757.2111319	512.9405611	765.119619
Gp9	glycoprotein 9 (platelet)	69.4	46.7	73.7	84.4	105.3	93.5	125.4	68.6	58.0	85.3	218.1	84.0	153.1	79.5	69.0	61.5	65.6	57.5	60.7	84.2	79.8	80.7	83.6	92.16049379	36.14159571	116.6385185	135.9832236	238.2128763	41.13520019	63.18834912	39.80639498	37.94731913	85.93545462
Mark2	MAP/microtubule affinity-regulating kinase 2	398.033333333	382.066666667	315.1	378.133333333	344.766666667	365.3	379.033333333	418.4	438.766666667	412.0	457.333333333	254.533333333	134.3	450.066666667	348.066666667	345.866666667	292.1	359.1	352.866666667	404.233333333	395.033333333	358.433333333	387.833333333	311.6103621	314.8122606	378.223328033	325.296244983	385.3151067	377.5343639	317.52002954	338.427059933	374.427026247	304.0206414
Psma5	proteasome (prosome, macropain) subunit, alpha type 5	1356.3	969.5	1122.6	857.8	1000.2	1295.2	1076.9	1117.9	1077.2	1395.8	1125.3	1027.6	1553.5	1029.6	1289.5	1172.5	1141.8	1080.7	1300.8	1049.1	1511.3	1378.7	1283.1	1295.66043014	1448.16281919	1261.9307787	1720.17525811	1084.50023156	1380.7471374	1123.29818477	1101.79565758	1044.15628609	1031.56770827
Cadps	Ca<2+>dependent activator protein for secretion	27.1	47.05	29.85	56.1	49.45	54.9	46.65	53.6	43.4	24.85	20.85	33.6	22.85	22.45	31.15	57.45	51.75	15.05	66.4	39.1	13.05	66.5	63.3	46.57998658	9.980196155	49.07648181	17.20330408	66.62557188	13.97755113	49.32615407	12.72464084	37.48893279	90.31269548
Lyst	lysosomal trafficking regulator	210.7	189.2	33.0	104.2	160.4	199.0	141.8	202.9	188.7	245.6	89.3	190.0	74.1	145.7	217.4	207.8	159.2	144.0	127.0	268.1	201.4	89.0	204.1	167.772003947	105.865246803	100.888116373	117.834336453	66.5816905033	133.83590071	176.15224772	146.04338598	147.621712873	153.659343617
Sox7	SRY-box containing gene 7	182.2	228.1	266.4	233.2	219.7	208.6	200.3	194.4	185.9	161.0	190.5	145.6	246.4	252.4	170.8	208.8	201.4	178.1	204.5	223.3	239.0	234.2	240.6	201.5265421	297.1870852	169.7010513	345.0994859	181.5582752	207.2066483	163.138604	225.0084602	195.6750511	208.4389194
Pou2f1	POU domain, class 2, transcription factor 1	98.75	213.4	253.6	249.15	210.7	194.4	155.1	134.95	209.85	187.8	167.45	88.55	20.1	122.1	135.5	196.6	215.1	171.2	214.25	71.8	86.4	67.45	91.0	189.543924467	160.132540383	143.008050109	189.627896003	173.351509157	167.97037425	192.050487153	180.533328573	227.285147243	210.810127207
Dlx6as	distal-less homeobox 6, antisense	20.4	22.8	38.9	37.1	23.3	19.7	20.5	56.2	55.7	45.6	47.3	116.2	12.7	23.6	20.5	22.8	16.4	20.1	56.0	85.2	23.3	51.6	29.7	18.82158727	8.867530641	50.96049378	17.0919819	55.11707682	11.76065928	70.87007889	21.70482403	14.36207623	10.78916941
Snip1	Smad nuclear interacting protein 1	311.5	359.9	360.0	334.1	390.4	405.5	440.0	418.1	365.4	387.1	408.9	428.0	372.7	391.5	433.4	382.2	356.6	338.6	374.2	465.6	429.2	503.0	444.9	420.2818544	422.8017247	454.2002698	363.2290328	315.1160596	189.6475697	278.8478397	326.2567435	389.4718503	446.0755622
Frap1	FK506 binding protein 12-rapamycin associated protein 1	465.75	462.2	599.6	468.0	532.25	500.05	466.65	586.3	557.0	577.8	675.6	772.95	576.6	564.15	549.1	533.9	568.7	502.75	603.15	552.6	706.65	540.3	593.0	577.1034429	392.4392212	494.327418	567.250455233	560.708119067	567.2568532	537.5192797	476.7489755	598.2020085	508.4564425
Hipk2	homeodomain interacting protein kinase 2	496.0	466.0	503.5	647.1	229.9	352.0	418.1	576.2	466.4	592.5	489.1	17.2	19.8	338.0	381.5	575.3	561.9	534.5	489.9	342.5	399.3	470.7	402.6	586.7521612	453.47586282	560.87925068	434.5687082	548.8049751	248.99060102	291.18155978	363.0469644	387.24596864	371.20683916
Pcnt	pericentrin (kendrin)	28.55	26.45	20.7	28.25	29.25	21.75	21.6	22.1	27.3	30.1	21.55	29.4	50.85	68.8	14.2	18.45	18.05	22.05	22.85	23.55	37.1	22.4	23.85	154.3854848	17.79806541	13.74620964	29.87709898	11.21785472	15.25834839	27.12458858	24.9416082	51.34950213	24.69334138
Krt10	keratin 10	77.8	40.1	70.35	55.45	61.6	57.2	67.15	67.55	57.85	49.55	51.0	46.6	99.45	37.9	66.6	70.15	41.8	62.5	70.55	77.35	50.75	45.95	37.6	136.6576231	4835.323222	5892.914362	177.4829275	185.6982295	168.6029906	144.2290438	159.5769933	212.2708783	240.2876535
Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	569.9	580.1	534.7	524.6	465.25	550.1	548.15	647.9	492.3	500.05	644.4	394.2	283.05	628.6	564.3	449.7	555.3	520.65	573.45	501.4	511.7	504.55	548.7	596.09350355	631.53075995	696.5246511	703.68898435	575.35878975	417.7357609	503.07490995	531.4316211	444.5786293	555.1047444
Cd99	CD99 antigen	503.9	791.0	966.7	872.5	1035.8	1362.1	1059.2	1157.0	1263.4	1124.0	1353.1	793.0	145.3	1458.8	782.4	1076.5	912.7	947.6	978.4	1416.3	1310.4	917.7	1310.1	445.1228911	700.7784638	765.8230485	2927.16112	3065.960431	738.8610698	1502.6493285	1204.6576723	1321.60386743	1440.79542273
Mrps11	mitochondrial ribosomal protein S11	243.3	250.1	257.0	262.3	227.9	312.9	319.4	257.7	245.3	257.1	360.6	255.6	138.7	309.8	291.1	239.9	242.9	208.7	224.8	314.7	250.9	255.4	253.0	165.656329695	205.150570125	257.856531365	186.34918045	234.898510515	364.204652155	252.272878345	244.691759065	293.88853715	333.25582445
Efs	embryonal Fyn-associated substrate	121.4	141.5	227.9	214.2	234.6	174.5	183.9	192.5	186.8	190.3	152.1	251.8	150.4	232.9	172.3	212.0	160.8	228.0	207.6	189.3	278.2	201.1	171.0	227.2094162	212.05380941	177.227446895	192.5630457	207.661746715	175.1593814	165.06504939	153.75541062	258.0436116	190.302715
Deaf1	deformed epidermal autoregulatory factor 1 (Drosophila)	152.4	120.4	129.6	109.6	120.0	135.4	165.6	156.7	216.2	58.9	168.8	93.5	166.1	123.8	193.6	117.5	188.6	95.4	148.3	46.9	184.8	165.6	136.7	222.6651993	201.9096619	221.0881603	207.7468052	175.4092195	194.2395452	66.52157111	60.97623418	131.8688132	117.9529478
