		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Galnt11	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11	238.6	198.0	252.5	198.0	232.0	261.3	206.9	222.1	189.6	262.3	254.6	107.8	225.7	203.0	249.6	248.1	227.0	214.7	230.2	185.3	272.7	198.9	215.9	245.47491	248.87265	243.43388	227.87283	265.9547	127.018524	179.94826	166.69453	191.84654	252.69879
Otud5	OTU domain containing 5	283.4	271.83334	244.43333	267.0	274.13333	245.5	262.86667	272.23334	253.5	247.9	303.73334	293.36667	195.93333	268.2	251.06667	238.16667	281.26666	247.3	255.13333	262.56668	220.1	269.96667	230.23334	280.25165	248.45041	225.94011	327.1075	286.1445	257.1384	258.32755	290.22684	291.0368	210.3925
Fgf18	fibroblast growth factor 18	59.8	17.6	50.3	107.8	18.9	37.5	8.2	16.7	78.7	15.8	103.2	20.9	53.0	35.4	10.0	137.5	27.2	18.4	81.4	41.6	65.3	16.7	16.5	23.880669	29.172758	30.755863	14.530879	15.289751	19.25796	11.366688	89.13233	14.399183	51.258472
Tmem30a	transmembrane protein 30A	864.6667	1165.1333	1200.4	955.43335	992.63336	1137.0333	1101.8	1091.6666	1073.8	1241.0333	1002.1	878.2	1280.4333	1020.4667	1130.5667	1207.4	965.23334	979.5333	903.5	998.7	932.73334	1033.8667	1051.4667	793.82623	1120.3033	1034.9634	1403.238	986.4291	947.62823	992.4796	975.54517	885.94135	977.19965
Mrg1	myeloid ecotropic viral integration site-related gene 1	38.5	70.8	23.0	65.4	50.2	62.0	35.1	37.8	64.4	10.6	33.8	52.5	49.2	8.3	7.7	58.2	46.1	47.1	42.7	61.9	39.2	15.3	30.7	125.43927	29.435844	22.046064	25.100367	117.78659	14.956116	167.38086	104.7797	24.325287	27.119665
Mdn1	midasin homolog (yeast)	84.6	105.0	88.0	43.2	141.6	82.1	58.0	65.3	113.8	100.2	103.1	91.2	130.7	89.0	54.1	103.5	93.3	94.5	110.9	50.5	157.4	107.5	40.7	138.53607	137.0213	82.30268	172.0088	122.12252	71.26828	104.70709	63.03991	83.03874	54.037746
Chrnd	cholinergic receptor, nicotinic, delta polypeptide	37.0	93.1	24.2	23.5	38.8	10.7	20.7	22.9	52.9	14.5	35.1	47.8	16.9	60.8	18.3	16.9	19.9	42.7	25.2	32.9	29.6	56.6	20.8	18.243853	15.512979	12.210533	23.068394	19.28526	15.949102	19.17135	27.217503	25.750132	26.48487
Gabrg3	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 3	56.7	92.6	68.9	107.7	110.2	91.0	55.7	79.1	123.9	107.1	107.5	130.9	117.8	124.9	80.0	90.1	72.8	109.1	105.0	87.9	85.6	98.2	102.3	141.52878	88.747154	87.76259	95.914345	52.24891	15.443065	158.10793	93.27431	16.511303	108.11407
Gabrg1	gamma-aminobutyric acid (GABA-A) receptor, subunit gamma 1	42.2	25.0	7.8	47.5	21.5	30.7	39.1	48.1	44.9	19.3	23.9	14.6	28.3	8.6	8.4	16.6	9.9	6.4	29.4	18.0	35.0	84.3	69.0	30.240059	19.958979	25.99624	18.789005	27.040184	34.005325	34.192	21.645283	29.203615	26.619743
Acsm2	acyl-CoA synthetase medium-chain family member 2	44.4	54.4	117.4	49.3	176.2	63.3	128.5	37.7	37.1	37.9	42.3	84.2	60.7	42.9	118.8	45.0	45.1	68.5	88.9	46.2	59.5	70.0	68.1	118.156815	58.27511	51.008812	82.43848	74.821	84.61422	106.77593	59.371002	97.18447	111.62734
2210415F13Rik	RIKEN cDNA 2210415F13 gene	113.6	171.3	215.3	129.5	208.5	161.3	142.1	174.2	149.5	143.4	141.9	137.5	52.2	149.7	136.3	242.2	221.3	102.0	172.4	84.4	210.5	210.2	177.5	204.39587	131.5834	98.40961	132.99486	137.94473	152.52211	158.30557	165.9433	200.92242	217.79164
Chmp2a	chromatin modifying protein 2A	697.0	1104.4	1240.7	824.9	639.9	1273.9	907.5	1038.4	784.9	1121.2	711.7	663.2	1689.6	1386.5	1136.3	1281.8	1109.8	1234.5	1070.3	964.2	983.4	990.5	1052.7	929.96063	1121.1283	1027.8375	726.73474	961.32214	1312.7618	1109.932	1087.3744	1079.0214	1092.7245
Mycs	myc-like oncogene, s-myc protein	72.5	60.7	99.8	77.3	75.3	46.0	84.1	75.1	14.0	35.7	62.3	85.6	55.0	103.0	47.5	96.7	30.6	88.0	120.5	64.2	59.7	104.1	30.2	145.18156	47.53019	125.08548	101.58469	35.654476	122.51516	86.897575	129.4524	45.003033	23.318132
P4ha2	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide	363.15	287.65	310.2	303.0	267.15	290.55	310.05	354.5	371.05	353.15	318.45	409.5	254.35	340.0	267.55	283.5	360.1	210.55	318.95	365.9	374.75	385.65	395.15	349.51743	217.08713	336.35175	291.33542	262.28842	306.04428	345.73254	285.05405	382.4989	422.64905
Ash1l	ash1 (absent, small, or homeotic)-like (Drosophila)	371.0	363.3	373.7	378.5	392.1	409.7	480.7	505.9	429.3	461.4	547.7	398.6	589.5	454.7	475.9	481.1	353.8	465.7	490.0	385.2	434.0	538.3	368.8	525.2414	493.39322	443.88016	468.97256	403.4024	352.71942	407.28558	473.34503	459.80225	361.8748
Ghrl	ghrelin	53.25	58.05	52.8	75.6	66.3	68.0	51.35	37.95	46.7	49.0	59.45	64.65	41.6	71.85	49.15	48.9	39.85	63.05	56.9	60.55	57.0	62.75	61.2	37.81483	30.960026	48.878147	109.40195	69.16102	67.28338	81.39914	75.74262	73.31248	50.769142
Gjb3	gap junction membrane channel protein beta 3	33.9	11.2	63.5	12.2	12.1	56.9	12.6	10.1	13.5	64.1	49.6	9.7	37.6	28.0	28.0	51.8	48.2	9.1	8.8	23.2	77.9	26.2	24.9	20.677044	78.04091	78.45961	15.3752	20.821146	95.57553	73.304855	13.915566	26.144115	35.424313
1810010M01Rik	RIKEN cDNA 1810010M01 gene	20.0	74.2	17.6	15.3	61.9	21.2	19.4	40.7	419.5	54.6	27.5	30.6	18.6	20.1	25.6	16.2	31.2	69.5	34.2	26.2	101.5	56.9	114.6	37.91921	83.23565	28.791424	27.18496	36.865227	36.582275	89.35764	18.6465	85.89215	90.101906
Dlx1	distal-less homeobox 1	9.9	9.5	15.9	18.85	11.65	21.15	13.9	14.8	14.9	11.05	15.05	21.05	18.05	17.75	10.4	11.2	10.45	12.8	16.35	28.75	23.35	45.5	39.1	6.762506	3.859535	8.881213	8.074593	29.759094	32.10337	45.584206	9.296696	7.1870065	12.424713
Pnpla2	patatin-like phospholipase domain containing 2	2034.9	2025.5	2012.7	1686.3	1943.8	1652.6	1701.5	2442.8	2168.0	2643.1	2655.7	4804.1	1088.1	2040.5	2105.7	1795.2	2199.6	2442.5	2342.9	2721.9	3136.0	2144.3	3795.5	2382.4565	1539.3833	2075.5474	2280.8298	2068.724	3120.0247	2557.316	2140.6887	1714.9896	1695.8049
5730472N09Rik	RIKEN cDNA 5730472N09 gene	693.1	674.2	694.2	974.8	949.1	665.3	833.7	614.3	538.8	570.5	582.6	323.5	266.4	589.5	568.3	696.1	651.7	632.2	812.5	542.6	712.3	526.5	589.4	652.0418	507.54587	641.7093	650.8582	599.30066	514.66583	357.81274	490.91864	670.14496	550.3532
Ocln	occludin	67.6	116.1	98.5	72.7	82.4	115.3	42.2	48.7	87.3	74.1	77.1	90.0	141.9	149.3	83.2	72.8	96.2	90.6	112.4	19.8	26.3	132.7	121.2	90.89356	58.466503	52.46601	66.769035	97.38427	36.159237	97.30788	119.30095	87.8725	76.32655
Sh2d1b1	SH2 domain protein 1B1	92.0	97.8	55.8	125.7	75.9	67.7	79.7	48.1	38.0	82.6	89.3	65.1	99.4	88.8	81.2	67.4	95.1	70.3	72.7	21.7	120.3	110.2	102.4	138.0524	25.067764	25.766993	148.28574	77.54699	25.295387	35.361004	193.97267	202.49168	144.41182
Spnb3	spectrin beta 3	808.1	593.8	683.7	909.4	1053.3	812.2	736.5	802.4	779.6	843.5	1115.9	846.3	236.1	638.3	814.2	516.7	811.8	599.3	733.5	987.3	800.6	622.2	787.7	1050.5729	617.0144	710.34595	804.945	804.356	759.00024	889.3701	836.86755	1065.0134	646.1577
Tpbpa	trophoblast specific protein alpha	37.0	35.1	20.1	27.0	31.4	31.5	18.5	24.3	32.7	134.3	34.8	158.5	21.9	46.9	25.4	41.8	162.1	31.2	26.9	24.3	71.9	36.7	33.9	73.291855	35.77181	41.440075	46.877827	45.874313	37.257618	53.725758	88.813934	8.760888	19.41231
Ncoa4	nuclear receptor coactivator 4	897.75	861.05	795.15	859.15	837.65	956.9	938.15	912.8	991.1	941.6	825.45	1210.15	1305.4	725.7	824.5	999.7	869.0	920.75	853.15	828.75	833.9	988.8	971.95	953.09796	994.3216	843.7413	982.9671	1186.1119	687.103	927.3057	758.6028	749.3403	804.8555
Nefm	neurofilament, medium polypeptide	12.7	9.6	18.5	12.9	13.0	16.8	11.2	16.6	9.0	8.2	15.6	14.8	8.4	10.8	7.3	15.0	19.0	10.7	76.1	18.0	33.6	14.5	14.8	13.107049	8.112543	4.477234	16.03472	5.2276344	4.493103	56.83285	53.67839	8.752217	14.633091
2310007H09Rik	RIKEN cDNA 2310007H09 gene	357.7	54.3	477.5	211.3	74.8	414.9	378.3	167.0	330.3	325.4	295.1	319.5	330.9	58.0	196.5	299.8	130.5	282.2	145.8	132.3	395.1	545.8	481.6	239.88358	199.38731	198.93773	193.24252	224.06439	230.75256	292.32074	190.88228	256.10153	195.01631
Ubxd2	UBX domain containing 2	674.4	821.0	731.3	1075.9	606.6	721.4	864.8	605.3	692.0	625.2	624.5	489.7	693.9	693.9	685.5	753.6	775.5	828.0	886.7	557.7	631.7	636.6	639.8	766.65015	671.8603	754.6998	1084.1792	586.50464	712.91315	895.7859	733.12646	753.21924	736.7416
Fbxl15	F-box and leucine-rich repeat protein 15	45.7	53.7	29.7	33.5	38.8	15.7	52.1	13.4	26.5	19.2	17.5	39.0	8.6	20.0	32.8	21.4	14.5	16.0	30.2	21.0	42.3	33.4	43.2	26.613628	29.717215	23.951178	36.187107	20.371851	186.08228	37.31351	139.29376	48.452095	182.23883
Bmp15	bone morphogenetic protein 15	33.9	26.5	20.8	33.3	62.9	55.2	31.9	8.6	18.0	20.6	19.5	76.1	17.5	28.7	17.7	18.6	37.5	32.9	72.2	13.1	49.1	57.8	59.2	121.18265	4.9178753	40.69518	44.314583	35.34049	92.08777	33.153572	61.46263	21.685959	25.225712
Zfp771	zinc finger protein 771	62.766666	52.6	60.933334	82.166664	81.73333	139.83333	57.666668	52.933334	53.633335	69.46667	99.933334	45.866665	47.733334	55.6	82.066666	89.13333	86.0	57.533333	98.73333	62.166668	98.6	57.666668	62.866665	86.0493	118.43406	96.24238	224.32803	138.32231	17.50012	98.272835	20.544548	15.059154	58.548553
Pola2	polymerase (DNA directed), alpha 2	175.25	161.3	176.65	149.45	231.1	146.15	153.8	221.3	244.85	160.35	237.4	123.7	199.25	145.5	162.0	188.35	207.4	255.9	306.45	189.25	245.95	122.55	106.85	243.30685	149.9688	245.29037	155.42085	184.80516	206.89832	159.95662	122.69792	203.90463	227.02896
Usp19	ubiquitin specific peptidase 19	407.5	527.3	536.7	521.25	642.35	600.6	591.55	580.15	567.9	564.45	601.55	624.7	205.9	606.15	613.15	564.4	651.5	545.7	547.55	581.15	591.1	674.5	640.0	552.6176	607.57935	561.1475	659.84595	559.3629	552.5061	534.0609	514.0197	582.92017	607.3085
Zfp289	zinc finger protein 289	1841.0	1774.5	2344.4	1846.2	1723.6	1886.8	1868.8	2144.6	2427.6	2307.3	2091.9	1950.2	1908.5	2384.1	2034.6	2025.7	2532.0	2199.4	1681.8	2805.9	1729.0	2214.5	1914.2	1740.2323	1803.4733	1471.027	1712.3209	1931.0454	1916.3837	2093.7712	2687.566	2625.8513	2614.264
Fut4	fucosyltransferase 4	179.7	69.0	105.0	239.9	267.0	150.1	41.3	179.6	65.8	156.2	118.5	49.1	29.9	48.3	142.2	81.3	206.0	177.9	157.6	229.3	181.8	53.0	205.2	210.72815	105.35953	83.52316	163.47002	115.734146	99.411476	131.77661	156.50906	197.49626	194.97694
Mybl1	myeloblastosis oncogene-like 1	7.3	13.2	22.9	33.6	39.5	40.8	6.2	6.2	11.1	13.6	4.2	48.5	10.9	5.9	19.3	5.3	4.7	8.8	14.4	33.4	9.7	5.3	8.7	6.7757416	1.927635	7.680558	32.64101	10.340191	3.1567316	10.183949	6.9840484	60.85439	9.225235
Mog	myelin oligodendrocyte glycoprotein	6.2	10.7	4.6	9.1	9.4	7.3	8.7	7.3	30.8	5.7	4.6	8.0	5.4	6.3	8.5	4.1	9.0	7.4	6.8	16.7	10.6	12.9	5.7	5.7793064	2.8377776	7.6710467	3.8518984	10.7365	8.69496	6.493125	4.4165807	9.507341	4.280584
Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	84.0	132.3	104.9	27.4	115.6	92.7	94.4	141.1	96.6	141.7	96.0	103.3	29.4	124.6	109.8	173.0	99.4	85.2	92.9	145.0	43.5	38.7	21.5	103.7324	68.56801	77.888824	90.03223	65.91121	76.52719	71.28406	71.620926	103.99007	101.53969
Mdfic	MyoD family inhibitor domain containing	372.4	470.9	558.9	508.1	473.7	444.3	347.1	410.0	430.9	266.6	330.4	258.6	511.8	334.6	368.3	551.3	516.6	495.3	456.5	441.1	363.0	416.2	361.1	592.63855	571.4803	447.18872	451.52493	445.99753	369.2681	374.23843	328.81195	502.59662	378.3161
G6pc3	glucose 6 phosphatase, catalytic, 3	477.8	564.1	523.3	531.8	710.5	615.3	607.2	480.8	533.6	477.8	431.7	381.0	260.4	607.0	451.9	521.7	651.9	501.2	530.8	580.8	381.7	527.4	755.2	236.3911	352.71686	358.64444	198.31532	423.72983	585.97906	773.6946	605.2113	576.24994	811.8236
Mrpl43	mitochondrial ribosomal protein L43	731.8	624.7	904.8	756.0	624.7	687.8	753.4	792.1	739.9	776.5	659.7	704.7	692.8	736.7	891.6	847.9	826.5	881.1	823.1	638.9	657.8	715.5	764.6	785.1134	879.6364	752.0407	853.4917	860.56915	1239.6962	870.9937	757.2111	512.94055	765.1196
Gp9	glycoprotein 9 (platelet)	69.4	46.7	73.7	84.4	105.3	93.5	125.4	68.6	58.0	85.3	218.1	84.0	153.1	79.5	69.0	61.5	65.6	57.5	60.7	84.2	79.8	80.7	83.6	92.16049	36.141594	116.63852	135.98323	238.21288	41.1352	63.18835	39.806396	37.94732	85.935455
Mark2	MAP/microtubule affinity-regulating kinase 2	398.03333	382.06668	315.1	378.13333	344.76666	365.3	379.03333	418.4	438.76666	412.0	457.33334	254.53334	134.3	450.06668	348.06668	345.86667	292.1	359.1	352.86667	404.23334	395.03333	358.43332	387.83334	311.61035	314.81226	378.22333	325.29623	385.3151	377.53436	317.52002	338.42706	374.42703	304.02063
Psma5	proteasome (prosome, macropain) subunit, alpha type 5	1356.3	969.5	1122.6	857.8	1000.2	1295.2	1076.9	1117.9	1077.2	1395.8	1125.3	1027.6	1553.5	1029.6	1289.5	1172.5	1141.8	1080.7	1300.8	1049.1	1511.3	1378.7	1283.1	1295.6604	1448.1628	1261.9308	1720.1753	1084.5002	1380.7472	1123.2982	1101.7957	1044.1562	1031.5677
Cadps	Ca<2+>dependent activator protein for secretion	27.1	47.05	29.85	56.1	49.45	54.9	46.65	53.6	43.4	24.85	20.85	33.6	22.85	22.45	31.15	57.45	51.75	15.05	66.4	39.1	13.05	66.5	63.3	46.579987	9.980196	49.07648	17.203304	66.62557	13.977551	49.326153	12.724641	37.488934	90.3127
Lyst	lysosomal trafficking regulator	210.7	189.2	33.0	104.2	160.4	199.0	141.8	202.9	188.7	245.6	89.3	190.0	74.1	145.7	217.4	207.8	159.2	144.0	127.0	268.1	201.4	89.0	204.1	167.772	105.86525	100.888115	117.834335	66.58169	133.8359	176.15225	146.04338	147.62172	153.65935
Sox7	SRY-box containing gene 7	182.2	228.1	266.4	233.2	219.7	208.6	200.3	194.4	185.9	161.0	190.5	145.6	246.4	252.4	170.8	208.8	201.4	178.1	204.5	223.3	239.0	234.2	240.6	201.52654	297.18707	169.70105	345.0995	181.55827	207.20665	163.13861	225.00845	195.67505	208.43892
Pou2f1	POU domain, class 2, transcription factor 1	98.75	213.4	253.6	249.15	210.7	194.4	155.1	134.95	209.85	187.8	167.45	88.55	20.1	122.1	135.5	196.6	215.1	171.2	214.25	71.8	86.4	67.45	91.0	189.54393	160.13254	143.00806	189.6279	173.35152	167.97037	192.05049	180.53333	227.28514	210.81012
Dlx6as	distal-less homeobox 6, antisense	20.4	22.8	38.9	37.1	23.3	19.7	20.5	56.2	55.7	45.6	47.3	116.2	12.7	23.6	20.5	22.8	16.4	20.1	56.0	85.2	23.3	51.6	29.7	18.821587	8.867531	50.960495	17.091982	55.117077	11.760659	70.87008	21.704824	14.362076	10.789169
Snip1	Smad nuclear interacting protein 1	311.5	359.9	360.0	334.1	390.4	405.5	440.0	418.1	365.4	387.1	408.9	428.0	372.7	391.5	433.4	382.2	356.6	338.6	374.2	465.6	429.2	503.0	444.9	420.28186	422.80173	454.20026	363.22903	315.11606	189.64757	278.84784	326.25674	389.47186	446.07556
Frap1	FK506 binding protein 12-rapamycin associated protein 1	465.75	462.2	599.6	468.0	532.25	500.05	466.65	586.3	557.0	577.8	675.6	772.95	576.6	564.15	549.1	533.9	568.7	502.75	603.15	552.6	706.65	540.3	593.0	577.10345	392.4392	494.32742	567.2504	560.7081	567.25684	537.5193	476.74896	598.202	508.45645
Hipk2	homeodomain interacting protein kinase 2	496.0	466.0	503.5	647.1	229.9	352.0	418.1	576.2	466.4	592.5	489.1	17.2	19.8	338.0	381.5	575.3	561.9	534.5	489.9	342.5	399.3	470.7	402.6	586.75214	453.47586	560.8793	434.5687	548.805	248.9906	291.18155	363.04697	387.24597	371.20685
Pcnt	pericentrin (kendrin)	28.55	26.45	20.7	28.25	29.25	21.75	21.6	22.1	27.3	30.1	21.55	29.4	50.85	68.8	14.2	18.45	18.05	22.05	22.85	23.55	37.1	22.4	23.85	154.38548	17.798065	13.74621	29.877098	11.2178545	15.258348	27.124588	24.941608	51.349503	24.693342
Krt10	keratin 10	77.8	40.1	70.35	55.45	61.6	57.2	67.15	67.55	57.85	49.55	51.0	46.6	99.45	37.9	66.6	70.15	41.8	62.5	70.55	77.35	50.75	45.95	37.6	136.65762	4835.323	5892.9146	177.48293	185.69823	168.603	144.22905	159.577	212.27087	240.28766
Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	569.9	580.1	534.7	524.6	465.25	550.1	548.15	647.9	492.3	500.05	644.4	394.2	283.05	628.6	564.3	449.7	555.3	520.65	573.45	501.4	511.7	504.55	548.7	596.0935	631.53076	696.52466	703.68896	575.35876	417.73575	503.07492	531.43164	444.57864	555.10474
Cd99	CD99 antigen	503.9	791.0	966.7	872.5	1035.8	1362.1	1059.2	1157.0	1263.4	1124.0	1353.1	793.0	145.3	1458.8	782.4	1076.5	912.7	947.6	978.4	1416.3	1310.4	917.7	1310.1	445.1229	700.77844	765.82306	2927.1611	3065.9604	738.8611	1502.6493	1204.6577	1321.6039	1440.7954
Mrps11	mitochondrial ribosomal protein S11	243.3	250.1	257.0	262.3	227.9	312.9	319.4	257.7	245.3	257.1	360.6	255.6	138.7	309.8	291.1	239.9	242.9	208.7	224.8	314.7	250.9	255.4	253.0	165.65633	205.15057	257.85654	186.34918	234.89851	364.20465	252.27287	244.69176	293.88855	333.25583
Efs	embryonal Fyn-associated substrate	121.4	141.5	227.9	214.2	234.6	174.5	183.9	192.5	186.8	190.3	152.1	251.8	150.4	232.9	172.3	212.0	160.8	228.0	207.6	189.3	278.2	201.1	171.0	227.20941	212.0538	177.22745	192.56305	207.66174	175.15938	165.06505	153.75542	258.0436	190.30272
Deaf1	deformed epidermal autoregulatory factor 1 (Drosophila)	152.4	120.4	129.6	109.6	120.0	135.4	165.6	156.7	216.2	58.9	168.8	93.5	166.1	123.8	193.6	117.5	188.6	95.4	148.3	46.9	184.8	165.6	136.7	222.6652	201.90967	221.08817	207.74681	175.40923	194.23955	66.52157	60.976234	131.86882	117.95295
Srp9	signal recognition particle 9	1159.6	1161.2	1305.1	889.2	1006.7	1123.5	1284.4	994.4	820.5	999.8	1155.3	1121.7	1688.9	835.0	1213.6	1083.6	1065.8	1142.4	1169.5	1184.2	904.0	823.7	1076.8	1324.1427	1484.5503	1446.4817	1367.9825	1187.8667	1023.47894	1063.579	1093.4816	1023.49133	1096.787
Cckar	cholecystokinin A receptor	9.8	10.4	12.3	11.9	62.9	26.8	37.6	34.3	7.8	28.1	21.1	10.3	4.5	7.3	6.5	12.1	33.2	10.6	16.9	9.3	67.2	27.8	13.7	23.521717	6.3444905	11.27159	12.898062	75.21903	36.637615	17.029444	5.823525	31.318487	33.173145
Ccl1	chemokine (C-C motif) ligand 1	105.15	113.55	119.55	134.7	140.35	129.7	109.15	75.15	68.6	96.15	145.95	143.35	89.2	123.7	118.4	101.75	114.5	117.3	116.8	156.8	148.45	122.8	134.3	159.51782	92.589226	149.0372	119.21305	240.76202	197.37991	84.256424	57.731285	214.85168	41.02199
Crem	cAMP responsive element modulator	146.95	127.45	155.25	166.0	164.05	168.95	185.4	94.2	135.35	71.95	113.7	146.3	149.4	140.4	111.25	144.75	107.7	134.6	119.7	151.3	143.0	190.5	132.9	120.75725	128.79036	117.8698	137.03923	156.10435	137.49059	149.16548	162.51071	155.44254	201.63979
Lgals2	lectin, galactose-binding, soluble 2	199.9	178.7	223.7	303.0	272.0	154.8	228.7	234.8	351.7	199.1	167.8	205.7	165.5	197.8	178.6	174.5	229.2	207.6	136.8	296.1	260.6	255.8	193.2	236.05542	174.95119	139.26115	232.0751	223.91153	188.47977	169.46959	296.46683	346.03433	341.5052
Ccbp2	chemokine binding protein 2	93.3	75.8	126.4	150.8	161.3	125.6	98.8	25.9	39.0	98.7	115.0	26.9	61.9	100.2	79.7	55.4	115.5	45.3	95.3	106.0	114.3	102.6	35.4	46.322212	57.02948	98.02594	93.589714	104.51647	72.90805	62.27614	82.996864	66.632195	43.265427
AA516738	expressed sequence AA516738	22.8	87.9	14.8	62.0	96.0	77.6	40.9	34.7	17.7	20.2	92.9	123.5	18.8	79.0	72.2	73.9	133.3	24.6	23.4	51.3	28.2	85.2	24.9	130.86957	101.30196	20.27047	13.224214	21.895142	23.94138	192.94444	219.53993	207.5747	386.62076
D030051N19Rik	RIKEN cDNA D030051N19 gene	232.2	277.75	197.25	257.8	246.8	194.75	220.85	234.75	231.15	275.3	244.0	183.4	95.8	259.0	230.65	221.0	233.6	159.45	231.25	185.0	223.45	203.0	278.85	139.40735	127.859604	147.97292	114.32576	222.67735	229.17131	311.91452	194.14285	284.09274	237.58897
Mrc2	mannose receptor, C type 2	29.7	179.1	143.3	39.7	42.2	51.9	118.1	149.3	52.9	34.2	37.5	154.6	64.7	147.6	95.2	41.0	150.2	110.7	182.4	46.8	40.0	178.3	40.8	44.93783	77.47622	67.460846	69.24617	33.71272	97.63882	49.025253	69.17045	49.350594	61.776703
Nmu	neuromedin U	16.1	33.7	21.2	70.5	86.6	34.5	11.4	26.5	55.0	24.1	18.0	17.2	14.6	19.8	9.9	25.3	29.4	25.5	16.7	31.6	22.5	23.3	16.2	32.02372	18.855093	26.603312	24.767677	34.919353	29.2751	31.840418	23.216017	20.46649	27.62589
Mrpl33	mitochondrial ribosomal protein L33	295.2	288.6	228.8	324.7	279.8	220.1	277.0	251.6	260.8	263.7	247.1	184.8	297.5	252.3	262.4	277.9	350.7	266.4	247.4	170.0	220.1	223.2	160.3	239.01212	237.95938	278.83374	254.93094	214.83704	397.94528	342.1967	371.13422	415.90906	237.53714
Parl	presenilin associated, rhomboid-like	933.5	749.7	1043.8	946.2	843.2	1059.5	855.8	993.3	967.7	998.7	830.8	1360.7	1375.3	1061.5	1221.3	853.3	927.4	993.8	1164.3	998.7	1216.6	836.4	929.5	954.58325	1129.5139	1017.1538	1463.1486	695.8213	1391.6289	1088.4055	1069.9813	1092.6161	1141.3546
Rpgr	retinitis pigmentosa GTPase regulator	7.2	24.1	45.8	22.4	3.0	16.4	5.3	6.1	3.8	5.4	5.2	9.6	5.6	17.8	5.2	35.1	3.1	10.5	26.9	9.6	3.3	37.1	21.4	8.25344	28.834251	18.486954	30.641224	3.2723308	27.580019	13.792174	58.99799	16.659616	3.8909385
Golga3	golgi autoantigen, golgin subfamily a, 3	268.4	291.1	336.1	218.4	310.2	246.9	357.0	344.9	302.7	348.0	374.0	382.1	276.0	386.5	248.3	315.5	424.6	234.6	377.4	272.1	320.8	317.6	316.8	415.0918	302.9333	373.0897	318.79892	414.27335	257.56842	417.5848	314.9003	257.8424	318.65594
Gng3	guanine nucleotide binding protein (G protein), gamma 3 subunit	118.0	179.4	261.1	306.5	216.6	258.8	222.8	226.6	189.1	284.7	201.4	168.3	113.8	498.2	193.5	278.9	329.3	224.7	86.9	261.2	55.8	210.9	45.9	251.7991	172.50374	180.38007	209.07486	210.75746	196.05525	237.65044	209.42851	198.14592	200.04239
Mapk13	mitogen activated protein kinase 13	5.9	24.1	36.4	8.9	4.0	20.2	39.3	7.8	26.8	18.9	5.3	11.0	28.3	34.3	10.6	24.3	28.1	5.2	7.6	31.7	11.6	33.7	45.9	14.486683	12.990696	14.982438	14.184004	24.947134	11.666882	12.877273	11.348252	13.607865	14.580872
Kcna3	potassium voltage-gated channel, shaker-related subfamily, member 3	36.45	20.15	41.55	31.85	48.75	51.9	41.7	21.5	11.35	29.8	39.3	34.1	34.55	75.7	40.9	32.9	26.2	28.65	37.15	41.85	69.6	57.65	43.5	28.006556	13.14377	12.746098	46.19788	20.34792	44.117115	69.53434	26.425655	13.710788	32.961998
Slc10a2	solute carrier family 10, member 2	35.1	25.1	45.3	29.1	9.8	35.2	32.5	6.4	2.8	2.3	11.0	5.4	1.4	4.8	16.3	24.7	30.6	9.1	18.6	6.0	31.1	6.5	6.4	3.2671506	12.609632	2.1707697	12.479338	13.114521	10.509157	3.7271476	10.87427	43.392124	48.68646
Phf17	PHD finger protein 17	201.8	295.8	304.5	208.0	308.4	400.6	256.9	485.3	418.6	471.3	345.6	242.0	235.6	359.4	442.9	410.0	433.1	348.5	349.4	317.3	350.1	325.4	281.0	344.70935	323.9936	366.60153	345.31216	338.88922	180.97981	299.00415	187.14407	203.91524	190.6424
Srpr	signal recognition particle receptor ('docking protein')	2283.4	2118.35	2361.35	2041.05	2551.75	2797.4	2272.75	2730.85	2494.65	2571.45	2949.1	3324.85	2510.5	2582.65	2667.0	2284.35	2664.15	2119.45	2399.0	2758.3	2903.5	2789.4	3081.15	2593.6882	2401.0447	2173.2434	2694.5518	3199.1768	2001.3246	2286.4539	2260.5579	2053.8616	2319.0098
Rab3il1	RAB3A interacting protein (rabin3)-like 1	114.4	111.5	102.8	126.3	120.8	114.3	126.8	121.6	124.7	111.2	146.7	105.5	148.6	132.4	110.5	115.2	65.2	94.8	150.3	111.1	150.0	117.4	135.0	119.76963	137.14014	142.18167	83.1072	87.987595	137.3543	234.02132	150.26228	105.72292	67.40422
